source_video,target_video,source_start,source_end,target_start,target_end,group,category,is_duplicate
8c207ab5a07d12d37dcb666ee8b69c3357bc07fb.flv,8fb97b98e2f27c9f162d6c1d6c27806c84af8e8d.flv,0.0,9.0,8.0,17.0,112,dove_evolution_commercial,True
911169b1e685d943c7854a1c0ecdf9cef1250bec.mp4,a8ede4918fb583e92125f6ead7e7cdf6f331084d.flv,46.0,48.0,114.0,117.0,1126,troy_achilles_and_hector,True
6d1a89c83d554fc6a5e39fcadb172a79baf140fd.mp4,bb604f57a18455867544e79c2e32bf5583c358d4.flv,7.0,11.0,322.0,326.0,2,baggio_penalty_1994,True
a100d2d414f1faa59abdb409e8858d6a4ba96618.flv,f98075fcebb2596c91cf6886b30a39521cc60855.flv,36.0,39.0,27.0,30.0,22,beckham_70_yard_goal,True
8870293c58fbed9cc03a738577e5802164199d8b.flv,8c207ab5a07d12d37dcb666ee8b69c3357bc07fb.flv,24.0,30.0,102.0,107.0,96,dove_evolution_commercial,True
813837205d30049992f5fce833fcc668229cd204.flv,d503fe96854919e67233ef3367d8fef6a23e0220.flv,223.0,462.0,0.0,239.0,704,scent_of_woman_tango,True
c1ffd1a86d2b2451edda0bb4b25c914350aa9826.mp4,e0159f1fa526854a81158d9cef89e31d2d189bf1.mp4,408.0,554.0,5.0,153.0,1038,titanic_fly_scene,True
089bc4a7f6d8747dad92507019b100c5ec09a883.flv,,78.0,93.0,,,,president_obama_takes_oath,False
4df943d4903333df61bb3854d47365edf3076b5b.flv,8c2dac44da15031268363aec2fe33a9124a0a505.flv,0.0,14.0,17.0,31.0,262,obama_kicks_door,True
089bc4a7f6d8747dad92507019b100c5ec09a883.flv,54b8c1ae26a16400c15badbae407c809b3ebf03c.flv,436.0,451.0,482.0,497.0,456,president_obama_takes_oath,True
4a84b3090139a049a0dfd9cd4ae6db8b446fec99.flv,,161.0,176.0,,,,the_last_samurai_last_battle,False
957f17421e19ce01afd6f92c895aba72342bd8ea.flv,,300.0,315.0,,,,obama_kicks_door,False
54b8c1ae26a16400c15badbae407c809b3ebf03c.flv,,1028.0,1043.0,,,,president_obama_takes_oath,False
0421e862855ae81fd14e804d0758ab7917b5335c.flv,694b83f937e8ae9a390c5ed1004d5ef1f8643ae4.flv,15.0,25.0,0.0,10.0,567,saving_private_ryan_omaha_beach,True
0bd7440f5fdf08fa30d2281f111ed4ae97d836a4.flv,35cea0d48b9b69a6cda373766ea586ccaa5ba78d.flv,69.0,179.0,125.0,235.0,812,t-mac_13_points_in_35_seconds,True
06f0dd6a00b38b553844d0550696e5ce1fb448b6.flv,,291.0,306.0,,,,obama_kicks_door,False
0bd7440f5fdf08fa30d2281f111ed4ae97d836a4.flv,3d05bb64144049ccc7bc64001538f7e8ea50bf8b.flv,15.0,50.0,96.0,131.0,762,t-mac_13_points_in_35_seconds,True
3f551cfb6385305e37906ce36ba8adc47ebc4cb3.flv,9c1d7e91288e07083e4456f8fe6b771aba039ed1.flv,8.0,82.0,0.0,74.0,103,dove_evolution_commercial,True
a15a43f0cf9ce7eab781706a82ee0027d53aae4f.flv,a89a3193db3354c059dfe4effac05c4667f9c239.flv,4.0,245.0,33.0,235.0,1149,troy_achilles_and_hector,True
37a935b4c21662e183a0dd632f40d5fd6900c42b.mp4,d28c7952b8a60139126446bc81bff5ecebcf5129.flv,0.0,42.0,0.0,42.0,19,beckham_70_yard_goal,True
93cad7675cea2f7c761ad9fc2ee72baee61f38e3.flv,,45.0,51.0,,,,the_last_samurai_last_battle,False
5b14829fbd7b9a97df21db5b990a57bc13e38a89.flv,ac1543adad8ecc32d98d9a67d75fb0a39f67b685.flv,0.0,368.0,127.0,510.0,697,scent_of_woman_tango,True
668693ee5770ba3bfd7c6b5374d13c137a7c5942.flv,a99ef662562ec242651946259b170b409c0d48d7.mp4,233.0,238.0,37.0,41.0,794,t-mac_13_points_in_35_seconds,True
3216eba70c40df452e982aabf4b6a19e40f037f4.mp4,650b4f7667e95e743b944c7e6602ada613b87377.flv,4.0,18.0,24.0,38.0,262,obama_kicks_door,True
14c81d68b80d04743a107d4de859cb4724ccc2c1.flv,296daa1f5eff17f2a2cb02cf052deccdacca0c24.flv,13.0,17.0,0.0,4.0,267,obama_kicks_door,True
4120e70bc6332bd6010e76b0054c45653bfa6f94.flv,df097cb467b3a43683f48082099cfdfddae84f37.flv,0.0,40.0,3.0,43.0,425,president_obama_takes_oath,True
06f0dd6a00b38b553844d0550696e5ce1fb448b6.flv,,396.0,411.0,,,,obama_kicks_door,False
7deff9e47e47c98bb341c4355dfff9a82bfba221.flv,,162.0,177.0,,,,infernal_affairs_1,False
200130e0c39f0239a22ad3f873feac30e88134df.flv,,35.0,50.0,,,,saving_private_ryan_omaha_beach,False
4a84b3090139a049a0dfd9cd4ae6db8b446fec99.flv,,176.0,191.0,,,,the_last_samurai_last_battle,False
2a3a855c1a79ccfda28c57c4a2bcdaa85c725787.flv,3325a3c9120eb6e7d55bf2963a52991f7f47538d.flv,166.0,266.0,3.0,146.0,674,scent_of_woman_tango,True
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,0bd7440f5fdf08fa30d2281f111ed4ae97d836a4.flv,111.0,148.0,51.0,91.0,760,t-mac_13_points_in_35_seconds,True
957f17421e19ce01afd6f92c895aba72342bd8ea.flv,,1065.0,1080.0,,,,obama_kicks_door,False
28d2bcbf01d0572073d4e7543b0a43cda23887f2.flv,c854dfdd9b038a39cf36d5ded719822e1e5e942a.flv,0.0,4.0,33.0,37.0,267,obama_kicks_door,True
170914a51f3b81a48ada1a1e8c6a97fc9d61e3c2.flv,957f17421e19ce01afd6f92c895aba72342bd8ea.flv,0.0,14.0,0.0,14.0,262,obama_kicks_door,True
2e246b45e7dfba0a7cfb2beb557c40d81dc02c99.flv,,15.0,18.0,,,,maradona_hand_of_god,False
46b544ed68b9a32afb08f2509c1e6776e9807037.flv,f3c8c0c9b93e0a49d2508eee4aae618c1d69e082.flv,0.0,150.0,362.0,511.0,688,scent_of_woman_tango,True
7a80366e144e759603a9ebecfd91848196e255d2.flv,,122.0,137.0,,,,infernal_affairs_1,False
affa7581a002ca360df8c76b4ddc9f462b797fd5.mp4,ffd89ce37eb32ff8748e5168da52b0e32dcd3022.mp4,3.0,14.0,0.0,11.0,267,obama_kicks_door,True
37a935b4c21662e183a0dd632f40d5fd6900c42b.mp4,97c71f57e83f6ab16906fdd7edc8e3f88d2ceee1.flv,31.0,42.0,84.0,95.0,23,beckham_70_yard_goal,True
1803c61a647e94580b6b4fa9dd0677ae787df1fb.mp4,2d033b088c2a341267c1329439506c206d6e7a87.flv,0.0,88.0,0.0,88.0,995,titanic_fly_scene,True
be847241c99460843de85ffa104b07dcac62e588.flv,de04dd21b7ef63a37ae70770dc0cfa0b2c1f52fc.flv,0.0,153.0,0.0,68.0,999,titanic_fly_scene,True
14c81d68b80d04743a107d4de859cb4724ccc2c1.flv,e7957b138bcb543c63f100343c91d5731611c1ba.mp4,38.0,52.0,6.0,19.0,262,obama_kicks_door,True
7033506abf8c15d8f22f26f9ad88dd531cbffb8f.flv,952cdd6aa1a8c2f63f9900960b3e18ffb217b97f.flv,42.0,131.0,41.0,72.0,647,saving_private_ryan_omaha_beach,True
957f17421e19ce01afd6f92c895aba72342bd8ea.flv,,660.0,675.0,,,,obama_kicks_door,False
5106b657cb3d1d98dd496150241aa529c80bd479.flv,e4b443e64c27a3364d16db8e11e6e85f2d3fd7ed.flv,124.0,131.0,17.0,24.0,785,t-mac_13_points_in_35_seconds,True
5ceebbdf8bac4c15ff4657c73feee58dedd67c78.flv,,262.0,277.0,,,,titanic_fly_scene,False
3fe2e54fdb267849aa8aeb0b39ec0d1c7075b391.flv,74018dcbf908a0a0319e889a70a920896b63ed99.flv,5.0,45.0,1.0,41.0,20,beckham_70_yard_goal,True
0ab11b52561e9255423b01f29f7904a6dcadd87b.flv,b91aa7020c5dd0a6518d11f745b275363f854bce.flv,10.0,16.0,13.0,19.0,1309,zidane_headbutt,True
1ca9e47028d5d38e082ff7fbac68fb24d4bafc4f.mp4,fbd257e13786ad8bc65da9830f99da038a845079.flv,0.0,139.0,368.0,510.0,674,scent_of_woman_tango,True
81898f5820b268138f9c80284d0118105ffc3712.flv,9f3d3762943c662470d78368a29a067952a97933.flv,75.0,90.0,33.0,43.0,659,saving_private_ryan_omaha_beach,True
14c262ea09b4ca66feb7e88cf57e0faaeacc301f.mp4,d4ff86e0f64fcf4d664f3199e19bd6a38482c3e1.flv,0.0,13.0,6.0,19.0,265,obama_kicks_door,True
1a9a30abe7dee2eaa52c82490ee117cc399f583e.flv,db06eed340d0873fc48b2129115f16c79c48678c.flv,241.0,381.0,0.0,130.0,597,saving_private_ryan_omaha_beach,True
8c207ab5a07d12d37dcb666ee8b69c3357bc07fb.flv,b581ea1130d0c4c9af02e98dcb887cb8d58350e8.flv,0.0,3.0,0.0,3.0,142,dove_evolution_commercial,True
72e97f43a27cdb56a82454758c383c1ac82e91b9.flv,a100d2d414f1faa59abdb409e8858d6a4ba96618.flv,33.0,37.0,36.0,39.0,22,beckham_70_yard_goal,True
b97bd2c745407e22c671d36b64a5be29659aa0ba.mp4,,108.0,123.0,,,,the_pursuit_of_happyness_-_job_interview,False
60b45a875979efba30700f8e55728d17f0857212.flv,668693ee5770ba3bfd7c6b5374d13c137a7c5942.flv,259.0,264.0,81.0,84.0,779,t-mac_13_points_in_35_seconds,True
5496ef100ec5a5151c058cb264d9877bf7e90960.flv,84ce12a5fff66f4cd789c90bf61156f44fe21fbc.flv,0.0,10.0,0.0,10.0,209,maradona_hand_of_god,True
d2015b438b70f022967713d6f977ebc67a16839e.flv,,15.0,30.0,,,,david_beckham_lights_the_olympic_torch,False
b61905d41276ccf2af59d4985158f8b1ce1d4990.flv,b75d15d45b34b0aba85ebc67fdc9fac93e20fd26.flv,52.0,53.0,99.0,105.0,862,t-mac_13_points_in_35_seconds,True
35cea0d48b9b69a6cda373766ea586ccaa5ba78d.flv,f8190a5d3e36b6bf01db0a4033c917c5cef93bcc.flv,92.0,97.0,23.0,28.0,781,t-mac_13_points_in_35_seconds,True
31c0c6ca1fb0a7c86e0aff458bffd0002d42ef3e.flv,ac1543adad8ecc32d98d9a67d75fb0a39f67b685.flv,0.0,188.0,322.0,515.0,710,scent_of_woman_tango,True
7c9d142bf1b1ede846c059117f422b1c8ea6bb9e.mp4,bbdbe357f408fb84d5f57c1522a90504f3162d6f.flv,41.0,42.0,23.0,26.0,101,dove_evolution_commercial,True
4ffe88b2da93f727952dc3104e70c0b0665d9e1a.flv,a100d2d414f1faa59abdb409e8858d6a4ba96618.flv,0.0,15.0,6.0,21.0,43,beckham_70_yard_goal,True
72e97f43a27cdb56a82454758c383c1ac82e91b9.flv,97c71f57e83f6ab16906fdd7edc8e3f88d2ceee1.flv,4.0,32.0,22.0,48.0,54,beckham_70_yard_goal,True
6c6135f9fb597c1d4a1e96861c4d90a03544d570.mp4,df9176364d95bda36fced3537e44b838cb548e78.flv,0.0,154.0,352.0,506.0,281,osama_bin_laden_is_dead_obama_speech_at_white_house,True
54b8c1ae26a16400c15badbae407c809b3ebf03c.flv,,1118.0,1133.0,,,,president_obama_takes_oath,False
8c207ab5a07d12d37dcb666ee8b69c3357bc07fb.flv,,99.0,102.0,,,,dove_evolution_commercial,False
c854dfdd9b038a39cf36d5ded719822e1e5e942a.flv,d4ff86e0f64fcf4d664f3199e19bd6a38482c3e1.flv,24.0,38.0,5.0,19.0,262,obama_kicks_door,True
56adf39cc2f2f342b0a589038f6d11bac861028e.flv,d2015b438b70f022967713d6f977ebc67a16839e.flv,96.0,131.0,433.0,458.0,90,david_beckham_lights_the_olympic_torch,True
007d931e5f8d6dc6367964748ed862739425303b.flv,4a79c873b671f3452afde9d247250d8c3776e7c6.flv,81.0,83.0,25.0,27.0,163,infernal_affairs_1,True
0268faef0f0ae291f5ede0a7c3f2d176a6101a08.flv,5b1b41404d1bad5d231bd8c7fdbae109e0ea1fc2.flv,35.0,47.0,20.0,32.0,63,bolt_beijing_100m,True
7dd1b7a83128fb78f018c557d918b0670989457e.mp4,caec7bae88f5b5d60a08487e9d9a8cd27251c64e.flv,5.0,48.0,23.0,66.0,133,dove_evolution_commercial,True
10732a0e6a0edef9dcbb2155236e46a7ed5047c0.flv,f26a39de8e8ec290703f4937977fc17322974748.flv,4.0,18.0,0.0,14.0,262,obama_kicks_door,True
32b25dee50d2c710b1122afe7371b9fa274241d6.flv,855f0c045b8b0f8f74a6e8a8d7cfc4aff5fbcc4b.flv,3.0,13.0,19.0,29.0,511,president_obama_takes_oath,True
7ac8224504f430258be5cf7c3e21bd2611fa7c77.flv,,642.0,657.0,,,,run_forrest_fun,False
481f7052a3be44d9f7d1f6d2f809c0a4f17cb175.mp4,d1a19730dcc2b5ea5bec61756c452772aae031dd.flv,14.0,153.0,0.0,140.0,686,scent_of_woman_tango,True
b4adf259a412ffc4cfbfecd4bc14693b683791b0.flv,cf2ead1b5a8474f80e34ea569c8dee86140828a6.flv,0.0,14.0,0.0,14.0,262,obama_kicks_door,True
18f317405a4f8e49e546b3f4df689030a1f6664c.flv,44be6e5e82fced7f458b17c0230118034ffc7a57.flv,168.0,437.0,74.0,346.0,835,t-mac_13_points_in_35_seconds,True
458480841d12331e4dea9557886acd2ac957e9cd.mp4,b65af0803a5dcaac7776b7c8648091ca3bec8471.mp4,0.0,4.0,4.0,8.0,301,osama_bin_laden_is_dead_obama_speech_at_white_house,True
3216eba70c40df452e982aabf4b6a19e40f037f4.mp4,b4adf259a412ffc4cfbfecd4bc14693b683791b0.flv,55.0,69.0,0.0,14.0,262,obama_kicks_door,True
28ae1e3aa722872cec66e9c83a35243accd27e2d.flv,affa7581a002ca360df8c76b4ddc9f462b797fd5.mp4,0.0,12.0,2.0,14.0,266,obama_kicks_door,True
ac1543adad8ecc32d98d9a67d75fb0a39f67b685.flv,f30a503af68c95032a23557171ed7f788f0df018.flv,364.0,510.0,0.0,146.0,689,scent_of_woman_tango,True
5d38467d3becf8273bd7ae9028a37fcb0cc3828b.flv,74018dcbf908a0a0319e889a70a920896b63ed99.flv,43.0,49.0,19.0,25.0,16,beckham_70_yard_goal,True
911169b1e685d943c7854a1c0ecdf9cef1250bec.mp4,ee417a6b882853ffcd3f78b380b0205a9411f4d6.flv,37.0,42.0,4.0,9.0,1219,troy_achilles_and_hector,True
fa89363182761c182136f54fc7650930265a5bb4.flv,,15.0,30.0,,,,the_last_samurai_last_battle,False
31a250020d2cd699bc5fc42897f7522043713cf5.flv,743b4b30bf4fa11e3231dd0cc319016db1cb5b73.flv,32.0,47.0,96.0,110.0,633,saving_private_ryan_omaha_beach,True
3d05bb64144049ccc7bc64001538f7e8ea50bf8b.flv,a99ef662562ec242651946259b170b409c0d48d7.mp4,426.0,434.0,69.0,73.0,765,t-mac_13_points_in_35_seconds,True
5496ef100ec5a5151c058cb264d9877bf7e90960.flv,ab3d22a99b1f0fee38cf842f51b1dce60bed631f.flv,0.0,9.0,0.0,9.0,211,maradona_hand_of_god,True
436657d23d80e9dbce2df57db62a3b45e05d475e.flv,9e94d3404faee3a1e3c78fb33064319511428103.flv,137.0,139.0,263.0,265.0,913,the_last_samurai_last_battle,True
481f7052a3be44d9f7d1f6d2f809c0a4f17cb175.mp4,e2409fb1749da3d3412fa0e5a1751c2fa0a6965d.flv,5.0,154.0,1.0,150.0,688,scent_of_woman_tango,True
3216eba70c40df452e982aabf4b6a19e40f037f4.mp4,a9ef8194429b65cd61ce681caff308530c9fc8b3.flv,4.0,18.0,0.0,14.0,262,obama_kicks_door,True
8084216caff6082b4e71ae4bbfe556f28a68485f.flv,,45.0,60.0,,,,baggio_penalty_1994,False
00274a923e13506819bd273c694d10cfa07ce1ec.flv,50267c2376f0e05d38f8d468d4bb403fab5cc454.flv,43.0,45.0,63.0,65.0,428,president_obama_takes_oath,True
44be6e5e82fced7f458b17c0230118034ffc7a57.flv,e4b443e64c27a3364d16db8e11e6e85f2d3fd7ed.flv,163.0,172.0,36.0,45.0,782,t-mac_13_points_in_35_seconds,True
92e46a8b5dcc5f1ad5db96e626d56234470f3c28.flv,b75d15d45b34b0aba85ebc67fdc9fac93e20fd26.flv,243.0,253.0,96.0,111.0,847,t-mac_13_points_in_35_seconds,True
8fb97b98e2f27c9f162d6c1d6c27806c84af8e8d.flv,bbdbe357f408fb84d5f57c1522a90504f3162d6f.flv,58.0,61.0,29.0,32.0,118,dove_evolution_commercial,True
3216eba70c40df452e982aabf4b6a19e40f037f4.mp4,93a48fd66a22cf0189c14a6b8571d72f657b64bc.mp4,55.0,69.0,29.0,43.0,262,obama_kicks_door,True
3216eba70c40df452e982aabf4b6a19e40f037f4.mp4,9f6c4b5fb07564529bd75142e29757b36770359c.flv,10.0,18.0,0.0,8.0,269,obama_kicks_door,True
4a84b3090139a049a0dfd9cd4ae6db8b446fec99.flv,,53.0,68.0,,,,the_last_samurai_last_battle,False
14c81d68b80d04743a107d4de859cb4724ccc2c1.flv,9f6c4b5fb07564529bd75142e29757b36770359c.flv,10.0,18.0,0.0,8.0,269,obama_kicks_door,True
3d05bb64144049ccc7bc64001538f7e8ea50bf8b.flv,44be6e5e82fced7f458b17c0230118034ffc7a57.flv,96.0,146.0,19.0,74.0,834,t-mac_13_points_in_35_seconds,True
b61905d41276ccf2af59d4985158f8b1ce1d4990.flv,b87117db8a791ef534d91b79dd6d0ab57ffc644c.flv,32.0,36.0,44.0,50.0,785,t-mac_13_points_in_35_seconds,True
92e46a8b5dcc5f1ad5db96e626d56234470f3c28.flv,e862343f349018b392c1a389ff71cbe5eea67666.flv,235.0,251.0,54.0,69.0,809,t-mac_13_points_in_35_seconds,True
3216eba70c40df452e982aabf4b6a19e40f037f4.mp4,93a48fd66a22cf0189c14a6b8571d72f657b64bc.mp4,38.0,52.0,64.0,78.0,262,obama_kicks_door,True
2d623f928f8b37ce5978269e4198728c13e3f590.mp4,3216eba70c40df452e982aabf4b6a19e40f037f4.mp4,0.0,13.0,5.0,18.0,265,obama_kicks_door,True
9d75e3dc43f2ca2384f91cc2bdcf1dd3fe0c3234.flv,,0.0,15.0,,,,osama_bin_laden_is_dead_obama_speech_at_white_house,False
60b45a875979efba30700f8e55728d17f0857212.flv,,135.0,150.0,,,,t-mac_13_points_in_35_seconds,False
54b8c1ae26a16400c15badbae407c809b3ebf03c.flv,,923.0,938.0,,,,president_obama_takes_oath,False
750357acf34899c1c99eb2ae22880c88a776c946.flv,f410b354eec142d6e0f1124bffe6aad83d8dc427.flv,0.0,27.0,26.0,53.0,525,president_obama_takes_oath,True
14c81d68b80d04743a107d4de859cb4724ccc2c1.flv,c854dfdd9b038a39cf36d5ded719822e1e5e942a.flv,55.0,69.0,24.0,38.0,262,obama_kicks_door,True
0ed02c5bbb500542f88f0d7285e56e1186ac9bf5.flv,b91aa7020c5dd0a6518d11f745b275363f854bce.flv,2.0,9.0,13.0,20.0,1302,zidane_headbutt,True
8fb97b98e2f27c9f162d6c1d6c27806c84af8e8d.flv,be51dbc2d72ae574934de1b972b18037dba73b8e.flv,10.0,82.0,0.0,69.0,119,dove_evolution_commercial,True
10f0d273cc6c1f888004537f30d5ef577b6d95e3.flv,9d4fe306b83253fdd9734daaf6d56df5a5ec648f.flv,0.0,37.0,4.0,41.0,421,president_obama_takes_oath,True
5b46e9007b0add1d73a11d2f4414efe35b017acb.flv,5b90735d0a44043685ced4a784dfd3fc8489317a.mp4,24.0,287.0,16.0,234.0,152,endless_love,True
3d05bb64144049ccc7bc64001538f7e8ea50bf8b.flv,c4365f3b67428240a4e82a07ec373cc2db96e0a4.mp4,302.0,309.0,40.0,45.0,765,t-mac_13_points_in_35_seconds,True
1d4062ded72a30caa898d2bb9c105994c8a96acc.flv,32b25dee50d2c710b1122afe7371b9fa274241d6.flv,7.0,43.0,3.0,39.0,423,president_obama_takes_oath,True
23254771545e5d278548ba02d25d32add952b2a4.flv,67f1feff7f624cf0b9ac2ebaf49f547a922b4971.flv,9.0,30.0,85.0,106.0,164,infernal_affairs_1,True
60b45a875979efba30700f8e55728d17f0857212.flv,,165.0,180.0,,,,t-mac_13_points_in_35_seconds,False
57e9e178196e922eda7174a756d3bdb80c1b4758.mp4,f39ab3318095c03b262a315d486a33dbcc41a535.flv,0.0,166.0,1.0,86.0,996,titanic_fly_scene,True
67824b87c0698c499acad123b7498ae17f97bf6d.flv,9423340949f55d7a089e881ccc35f23dff3fccf7.flv,0.0,20.0,0.0,20.0,7,baggio_penalty_1994,True
548e9ff21d5a54cf621986dc6047abf8db12e8b7.flv,c1025681a6dfd43843735c07e9ec8ac2f08d80fc.flv,0.0,22.0,19.0,38.0,1164,troy_achilles_and_hector,True
c7d5eb4355e2ce9c90bf681e28ca740b1e7c62ca.flv,,83.0,98.0,,,,bolt_beijing_100m,False
28a7b8e86a5bc14c3668248d3a1395af9d58cdcb.mp4,a92bd54b230f71a3542ffda4285be00336118261.flv,100.0,432.0,0.0,322.0,315,osama_bin_laden_is_dead_obama_speech_at_white_house,True
36d4ff38748397fadca52e851f1b6f4679bf3027.flv,6f5bbd3e080c65e9a9e52404c9054b2203d3f540.flv,0.0,10.0,0.0,10.0,209,maradona_hand_of_god,True
851a6c020ddd0b07bff00667ae8913fe8452f422.flv,8eced8631e728d892ecce8b2d916e8f12c03f63b.flv,0.0,21.0,133.0,146.0,1006,titanic_fly_scene,True
54b8c1ae26a16400c15badbae407c809b3ebf03c.flv,,848.0,863.0,,,,president_obama_takes_oath,False
18f317405a4f8e49e546b3f4df689030a1f6664c.flv,5df28e18b3d8fbdc0f4cd07ef5aefcdc1b4f8d42.flv,254.0,278.0,39.0,63.0,790,t-mac_13_points_in_35_seconds,True
296daa1f5eff17f2a2cb02cf052deccdacca0c24.flv,3216eba70c40df452e982aabf4b6a19e40f037f4.mp4,0.0,4.0,13.0,17.0,267,obama_kicks_door,True
1ae7b9a578d5cdff57415e3701cd064d03ca3246.flv,375e6b7b7b63d2a84798226ef0cef8f50135e90a.flv,7.0,8.0,30.0,38.0,210,maradona_hand_of_god,True
a9ef8194429b65cd61ce681caff308530c9fc8b3.flv,e47d10d837cacf72bb23c45339b1cbc307a513be.mp4,0.0,13.0,498.0,511.0,270,obama_kicks_door,True
8084216caff6082b4e71ae4bbfe556f28a68485f.flv,,120.0,135.0,,,,baggio_penalty_1994,False
94d686ecfa99d431b9f35e589e601057a2075b8e.flv,a62ac3f909e921e2ae89e2ed4c272cfadab838a3.mp4,120.0,147.0,45.0,70.0,900,the_last_samurai_last_battle,True
44be6e5e82fced7f458b17c0230118034ffc7a57.flv,5df28e18b3d8fbdc0f4cd07ef5aefcdc1b4f8d42.flv,163.0,186.0,40.0,63.0,777,t-mac_13_points_in_35_seconds,True
7c34e7d6022bcd3c7c225feed3fca1e8e72249a4.flv,9d4fe306b83253fdd9734daaf6d56df5a5ec648f.flv,0.0,40.0,3.0,43.0,425,president_obama_takes_oath,True
3d05bb64144049ccc7bc64001538f7e8ea50bf8b.flv,e4b443e64c27a3364d16db8e11e6e85f2d3fd7ed.flv,255.0,264.0,36.0,45.0,782,t-mac_13_points_in_35_seconds,True
54c560a6b270647b28ea2746853c937885e2718b.flv,56adf39cc2f2f342b0a589038f6d11bac861028e.flv,114.0,143.0,95.0,133.0,75,david_beckham_lights_the_olympic_torch,True
92e46a8b5dcc5f1ad5db96e626d56234470f3c28.flv,b75d15d45b34b0aba85ebc67fdc9fac93e20fd26.flv,229.0,234.0,112.0,117.0,865,t-mac_13_points_in_35_seconds,True
750357acf34899c1c99eb2ae22880c88a776c946.flv,fca7e9c46b6ec4b8cb53ff17d93bef484a341c5b.flv,0.0,33.0,28.0,61.0,431,president_obama_takes_oath,True
3325a3c9120eb6e7d55bf2963a52991f7f47538d.flv,46b544ed68b9a32afb08f2509c1e6776e9807037.flv,0.0,146.0,3.0,150.0,689,scent_of_woman_tango,True
2283dfecf92111bfb035888b4810c011ac164876.flv,e05b9149d1a03f651df63b63657e7de1e106e061.flv,27.0,43.0,10.0,40.0,181,kennedy_assassination_slow_motion,True
a100d2d414f1faa59abdb409e8858d6a4ba96618.flv,b34b81ce75ea0773ba04b3f1ddedf3f3fac823fa.flv,64.0,72.0,31.0,39.0,25,beckham_70_yard_goal,True
a0fc0a97772388012c3d2062b36086d2cfb2bc82.flv,c1025681a6dfd43843735c07e9ec8ac2f08d80fc.flv,86.0,88.0,43.0,45.0,1145,troy_achilles_and_hector,True
481f7052a3be44d9f7d1f6d2f809c0a4f17cb175.mp4,d503fe96854919e67233ef3367d8fef6a23e0220.flv,5.0,157.0,89.0,239.0,732,scent_of_woman_tango,True
67a70784ba5e4a26b6a3d95900a6b737f92af14c.mp4,8c2dac44da15031268363aec2fe33a9124a0a505.flv,0.0,10.0,20.0,30.0,268,obama_kicks_door,True
e47d10d837cacf72bb23c45339b1cbc307a513be.mp4,,210.0,225.0,,,,obama_kicks_door,False
86a3afc4f23edb7fa6919bd7371ea7d5f4a946f9.flv,93a48fd66a22cf0189c14a6b8571d72f657b64bc.mp4,0.0,14.0,64.0,78.0,262,obama_kicks_door,True
0e3aee10650afd14d9a2d8b1440924c7968dd0ee.flv,,0.0,14.0,,,,bolt_beijing_100m,False
43e88c05606fa8939f8a1a908cc3ec7cbffb9acf.flv,923b0fb622520f5e31207dc0c339639743cd77bd.flv,0.0,153.0,31.0,178.0,946,the_legend_of_1900_magic_waltz,True
f30a503af68c95032a23557171ed7f788f0df018.flv,fbd257e13786ad8bc65da9830f99da038a845079.flv,0.0,147.0,364.0,510.0,689,scent_of_woman_tango,True
72e97f43a27cdb56a82454758c383c1ac82e91b9.flv,fa0aa890db611cbe029b8c222663579ec7081bb6.flv,3.0,51.0,0.0,42.0,19,beckham_70_yard_goal,True
0dc847c3b563024b2052b75a28952c2434d059d1.flv,69bcf906c79504494d9f23192f4801b61b4fd966.flv,0.0,83.0,35.0,118.0,481,president_obama_takes_oath,True
46b544ed68b9a32afb08f2509c1e6776e9807037.flv,fbd257e13786ad8bc65da9830f99da038a845079.flv,0.0,150.0,362.0,511.0,688,scent_of_woman_tango,True
54f841cdb1b1a498c656bd541d23c690b70737bd.flv,ab12206048207553294916664d0ebf1cd9e81ef6.flv,0.0,17.0,0.0,17.0,14,beckham_70_yard_goal,True
7deff9e47e47c98bb341c4355dfff9a82bfba221.flv,e8e7aaf3d965501ca315099c1d2b4c8fe12cce68.flv,25.0,27.0,27.0,29.0,163,infernal_affairs_1,True
14c81d68b80d04743a107d4de859cb4724ccc2c1.flv,957f17421e19ce01afd6f92c895aba72342bd8ea.flv,55.0,69.0,0.0,14.0,262,obama_kicks_door,True
35cea0d48b9b69a6cda373766ea586ccaa5ba78d.flv,3d0a3002441f682c7124806eb9b92c677af2ee9e.flv,19.0,74.0,96.0,146.0,834,t-mac_13_points_in_35_seconds,True
704ed7f6755163d92e4344ede58a30e14ceb5ed4.flv,e7831eba03ee7083a9d547fdde6adadaa05f3eeb.flv,99.0,105.0,37.0,45.0,561,saving_private_ryan_omaha_beach,True
66e0225621e48946b7ab09027c18c83b69564002.flv,a100d2d414f1faa59abdb409e8858d6a4ba96618.flv,16.0,20.0,23.0,27.0,53,beckham_70_yard_goal,True
8bb9090a95a07edf2fd021d64335bf7b4f428eb2.flv,,0.0,15.0,,,,saving_private_ryan_omaha_beach,False
3216eba70c40df452e982aabf4b6a19e40f037f4.mp4,df0c9e9664cfa6720c94e13eae35ddb7a9b5b927.flv,55.0,69.0,20.0,34.0,262,obama_kicks_door,True
3f551cfb6385305e37906ce36ba8adc47ebc4cb3.flv,bbdbe357f408fb84d5f57c1522a90504f3162d6f.flv,43.0,45.0,18.0,20.0,117,dove_evolution_commercial,True
